epoch,classification_train_loss,classification_validation_loss,classification_train_accuracy,classification_validation_accuracy,regression_train_loss,regression_validation_loss,regression_train_mae_hours,regression_validation_mae_hours,gradient_clip_fraction,gradient_preclip_norm,step_success_fraction,base_lr
1,4.144359005502908,4.472142457962036,0.2652060953065962,0.2025680105523773,2.4564077871948924,2.14377253705805,973.1167974329707,896.5899826396595,0.9933333333333333,6.059515101222669,0.9833333333333333,0.0001
2,4.0089317844027565,4.083654945546931,0.25626217050379135,0.2307983239988462,2.47945633355309,2.179679285396229,810.9915426354003,885.5577680414373,1.0,6.790474319060643,1.0,9.939057285945933e-05
3,3.8302140128227973,3.970985000783747,0.26272001785297944,0.22168104898802943,2.1859265311010954,1.980740319598805,682.7697234449715,862.1750849810513,1.0,6.127319612105688,1.0,9.757729755661012e-05
4,3.7425662582995844,3.855831341309981,0.28091210763884905,0.23537292377770302,2.0323562330129197,2.0519363555041226,848.5539041700818,877.5466365814209,1.0,5.860739755233129,1.0,9.460482294732422e-05
5,3.4685690946319476,3.7598054192282935,0.3682009035043377,0.2456184498341426,1.8958143315284082,1.9561256820505315,692.0013040405473,872.9860345667058,0.9933333333333333,5.271178846359253,1.0,9.054634122155992e-05
6,3.5373899282478707,3.674564621665261,0.3263433125545879,0.25976402877265514,2.001128269469037,1.9461929364637895,610.9937848343569,854.8238833167336,0.9933333333333333,5.561138148109118,1.0,8.550178566873411e-05
7,3.4161378218803877,3.6021511771462182,0.35735659621498433,0.27205835957405894,2.1209323172983914,1.8927292065186934,1238.0109734949858,851.7650469866666,0.9933333333333333,5.810931831598282,1.0,7.959536998847744e-05
8,3.2984221807492324,3.584360122680664,0.38842988201530154,0.2864255324263257,2.0379835569939644,1.8806160471656106,996.102516952826,855.9255406639793,0.9933333333333333,5.014666100740433,1.0,7.297252973710758e-05
9,3.364731217508262,3.5271575450897217,0.35102919279336803,0.2943199094995433,2.0065146006219754,1.8872938697988337,924.4826944242648,867.3663804314353,0.9833333333333333,5.474645383755366,1.0,6.579634122155991e-05
10,3.3049784377217293,3.511124307459051,0.36948682486645495,0.29081459425027645,2.0642426778108645,1.9110461581837048,694.1002953541584,868.0220428813587,0.99,5.450307755072911,1.0,5.824350601949144e-05
11,3.288267164638168,3.4653325514359907,0.3722278567386037,0.30214330140377865,1.9581869913114083,1.8857026858763262,980.359743981748,856.3117219751531,0.97,5.175859156648318,1.0,5.050000000000001e-05
12,3.381135929482324,3.4173116900704126,0.3344042250715067,0.3058461732609009,1.7600329034030437,1.871910203586925,618.8243722856045,852.5690113414418,0.98,4.771389308571815,1.0,4.275649398050859e-05
13,3.064594443303993,3.383001284165816,0.46117871625390494,0.3137165130282198,1.8610110176143362,1.868399739265442,550.9825946822095,837.7058448791504,0.9766666666666667,5.3011955934762955,1.0,3.520365877844011e-05
14,3.077433842626111,3.3499053608287466,0.4668426383138064,0.3193404914427191,1.9958898544311523,1.8723065528002651,674.7956484394689,846.827281258323,0.9766666666666667,5.440214620629947,1.0,2.8027470262892444e-05
15,3.2615501056581535,3.3384326804767954,0.3992636869537911,0.32079587519830777,1.9553273774140718,1.8783020431345159,820.5697626657044,853.8107931830666,0.9633333333333334,5.261671588023503,1.0,2.1404630011522593e-05
16,3.2100771417865506,3.317070960998535,0.40891519977189966,0.3243241010047594,1.8828026521695804,1.8756494847210972,728.1813300341776,850.225549957969,0.9766666666666667,5.286345729629199,1.0,1.5498214331265904e-05
17,3.0998836603379787,3.3086929538033227,0.4386239207418726,0.3285963565453584,1.8604229217517876,1.872807188467546,789.1428873439035,851.1635464754971,0.9733333333333334,4.837828156153361,1.0,1.0453658778440109e-05
18,3.143529828335788,3.3063725124705923,0.4050608468145855,0.3278632187154464,1.9931662184627432,1.8723037026145242,977.9012363584418,854.2246877496892,0.98,5.371464869181315,1.0,6.3951770526757955e-06
19,3.0375702257509585,3.304050250486894,0.4559506841242015,0.32364880294216625,2.224086304144426,1.871847076849504,1099.59899039413,854.453746102073,0.9866666666666667,5.446328220168749,1.0,3.422702443389901e-06
20,3.03773277354755,3.3008090366016734,0.4438441033083227,0.3250572388346714,2.0016358387396203,1.8703114986419678,790.9916655439768,854.4265580610795,0.95,5.193866654634475,1.0,1.609427140540686e-06
